[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[6, 5, 4, 8, 3, 3, 2, 4, 8, 7, 9, 9, 9, 10, 6, 5, 2, 7, 6, 6, 3, 6, 8, 6, 3, 4, 3, 6, 7, 8, 7, 6, 9, 8, 4, 6, 9, 6, 5, 4, 9, 6, 3, 8, 4, 5, 10, 9, 7, 4, 5, 4, 6, 4, 2, 6, 5, 11, 9, 5, 5, 7, 9, 7, 6, 8, 8, 5, 4, 9, 4, 4, 8, 5, 3, 10, 8, 10, 4, 4, 5, 7, 6, 5, 6, 6, 6, 5, 3, 7, 9, 9, 9, 3, 9, 7, 9, 9, 3, 3]
